label:               N/A                                               
model:               bmDCA                                             
input MSA:           data/DBD_alignment.uniref90.cov80.nodupl.fasta    
alphabet:            protein                                           
sampler:             gibbs                                             
nchains:             10000                                             
nsweeps:             10                                                
lr:                  0.01                                              
pseudo count:        0.0003374957813027337                             
data type:           float32                                           
target Pearson Cij:  0.95                                              
random seed:         0                                                 

Epochs     Pearson    Slope      LL_train   LL_test    ESS        Entropy    Density    Time      
3074       0.935      0.847      -90.865    nan        0.691      104.547    1.000      1035.360  
3075       0.935      0.850      -90.859    nan        0.691      104.575    1.000      1035.591  
3076       0.935      0.853      -90.853    nan        0.691      104.469    1.000      1035.822  
3077       0.935      0.848      -90.847    nan        0.691      104.784    1.000      1036.052  
3078       0.935      0.850      -90.840    nan        0.691      104.384    1.000      1036.286  
3079       0.935      0.843      -90.834    nan        0.691      104.479    1.000      1036.517  
3080       0.935      0.842      -90.828    nan        0.691      104.622    1.000      1036.748  
3081       0.935      0.849      -90.822    nan        0.691      104.405    1.000      1036.979  
3082       0.935      0.852      -90.816    nan        0.691      104.447    1.000      1037.211  
3083       0.935      0.853      -90.809    nan        0.691      104.609    1.000      1037.441  
3084       0.935      0.848      -90.803    nan        0.691      104.567    1.000      1037.680  
3085       0.936      0.848      -90.797    nan        0.691      104.640    1.000      1037.912  
3086       0.935      0.852      -90.791    nan        0.691      104.799    1.000      1038.144  
3087       0.935      0.843      -90.785    nan        0.691      104.687    1.000      1038.376  
3088       0.935      0.850      -90.779    nan        0.690      104.391    1.000      1038.608  
3089       0.935      0.854      -90.772    nan        0.690      104.285    1.000      1038.840  
3090       0.935      0.850      -90.766    nan        0.690      104.458    1.000      1039.072  
3091       0.936      0.851      -90.760    nan        0.689      104.581    1.000      1039.303  
3092       0.935      0.853      -90.754    nan        0.689      104.424    1.000      1039.534  
3093       0.936      0.843      -90.748    nan        0.689      104.701    1.000      1039.766  
3094       0.936      0.854      -90.742    nan        0.689      104.382    1.000      1039.999  
3095       0.935      0.850      -90.735    nan        0.689      104.414    1.000      1040.231  
3096       0.936      0.850      -90.729    nan        0.689      104.458    1.000      1040.465  
3097       0.935      0.846      -90.723    nan        0.689      104.472    1.000      1040.697  
3098       0.935      0.850      -90.717    nan        0.689      104.561    1.000      1040.929  
3099       0.935      0.850      -90.710    nan        0.688      104.519    1.000      1041.161  
3100       0.935      0.849      -90.704    nan        0.688      104.400    1.000      1041.393  
3101       0.935      0.854      -90.698    nan        0.688      104.615    1.000      1046.607  
3102       0.936      0.855      -90.692    nan        0.688      104.193    1.000      1046.841  
3103       0.935      0.855      -90.686    nan        0.687      104.356    1.000      1047.072  
3104       0.935      0.850      -90.680    nan        0.688      104.495    1.000      1047.304  
3105       0.935      0.858      -90.674    nan        0.687      104.287    1.000      1047.536  
3106       0.935      0.846      -90.667    nan        0.687      104.238    1.000      1047.767  
3107       0.936      0.846      -90.661    nan        0.687      104.380    1.000      1048.000  
3108       0.935      0.846      -90.655    nan        0.686      104.382    1.000      1048.232  
3109       0.935      0.851      -90.648    nan        0.685      104.462    1.000      1048.463  
3110       0.936      0.846      -90.642    nan        0.685      104.375    1.000      1048.693  
3111       0.936      0.846      -90.636    nan        0.685      104.370    1.000      1048.925  
3112       0.935      0.845      -90.630    nan        0.686      104.363    1.000      1049.158  
3113       0.935      0.847      -90.624    nan        0.685      104.577    1.000      1049.388  
3114       0.936      0.845      -90.618    nan        0.685      104.544    1.000      1049.619  
3115       0.936      0.844      -90.612    nan        0.685      104.534    1.000      1049.849  
3116       0.935      0.849      -90.605    nan        0.685      104.495    1.000      1050.080  
3117       0.936      0.852      -90.599    nan        0.684      104.488    1.000      1050.313  
3118       0.935      0.847      -90.593    nan        0.684      104.345    1.000      1050.544  
3119       0.936      0.841      -90.587    nan        0.684      104.335    1.000      1050.774  
3120       0.936      0.851      -90.580    nan        0.684      104.360    1.000      1051.006  
3121       0.935      0.848      -90.574    nan        0.684      104.462    1.000      1051.237  
3122       0.935      0.854      -90.568    nan        0.684      104.246    1.000      1051.468  
3123       0.935      0.851      -90.562    nan        0.684      104.266    1.000      1051.699  
3124       0.935      0.859      -90.556    nan        0.683      104.257    1.000      1051.931  
3125       0.936      0.861      -90.550    nan        0.683      104.253    1.000      1052.161  
3126       0.935      0.855      -90.543    nan        0.683      104.136    1.000      1052.392  
3127       0.936      0.850      -90.537    nan        0.684      104.421    1.000      1052.622  
3128       0.936      0.846      -90.531    nan        0.684      104.407    1.000      1052.855  
3129       0.935      0.840      -90.525    nan        0.684      104.717    1.000      1053.085  
3130       0.936      0.850      -90.519    nan        0.684      104.260    1.000      1053.317  
3131       0.936      0.846      -90.512    nan        0.684      104.434    1.000      1053.547  
3132       0.936      0.847      -90.506    nan        0.684      104.304    1.000      1053.778  
3133       0.935      0.848      -90.500    nan        0.683      104.333    1.000      1054.009  
3134       0.936      0.846      -90.494    nan        0.683      104.408    1.000      1054.241  
3135       0.935      0.849      -90.488    nan        0.683      104.493    1.000      1054.472  
3136       0.935      0.840      -90.481    nan        0.682      104.487    1.000      1054.703  
3137       0.936      0.847      -90.475    nan        0.682      104.328    1.000      1054.935  
3138       0.935      0.845      -90.469    nan        0.682      104.222    1.000      1055.168  
3139       0.936      0.848      -90.463    nan        0.682      104.392    1.000      1055.404  
3140       0.935      0.851      -90.456    nan        0.682      104.112    1.000      1055.635  
3141       0.936      0.852      -90.450    nan        0.682      104.425    1.000      1055.865  
3142       0.936      0.852      -90.444    nan        0.682      104.422    1.000      1056.097  
3143       0.936      0.853      -90.438    nan        0.682      104.084    1.000      1056.328  
3144       0.936      0.852      -90.432    nan        0.682      104.347    1.000      1056.559  
3145       0.936      0.849      -90.426    nan        0.682      104.315    1.000      1056.789  
3146       0.936      0.845      -90.420    nan        0.681      104.487    1.000      1057.020  
3147       0.936      0.855      -90.413    nan        0.682      104.165    1.000      1057.251  
3148       0.936      0.855      -90.407    nan        0.681      104.277    1.000      1057.482  
3149       0.936      0.857      -90.401    nan        0.681      103.991    1.000      1057.713  
